썸네일,보도 일자,언론사,기사 제목,URL,기사내용,카테고리
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F014%2F2022%2F09%2F21%2F4901794.jpg&type=ff264_180&expire=2&refresh=true,3일 전,한국경제 ,"""진작에 풀어주던가""…'미분양' 대구, 규제 해제에도 '시큰둥'",https://www.hankyung.com/realestate/article/2022092161656," 정부가 지방 조정대상지역을 모두 해제했지만, '미분양의 무덤'으로 내몰린 대구에서는 너무 늦은 조치라는 비판이 나오고 있다. 국토교통부는 21일 정부서울청사에서 올해 제3차 주거정책심의위원회를 열고 대구... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F09%2F21%2F11430923.jpg&type=ff264_180&expire=2&refresh=true,3일 전,파이낸셜뉴스,"티웨이항공, 외국인 대상 '대구 K-POP 콘서트' 홍보",http://www.fnnews.com/news/202209210901208740, 티웨이항공이 외국인 탑승객을 대상으로 '대구 K-POP 콘서트' 티켓을 제공하면서 홍보에 적극 나서고 있다. 또 외국인 대상 대구 관광 활성화에 시동을 거는 한편 대구발 국제선 노선도 점차 확대할 계획이다. 21일... ,경제
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F088%2F2022%2F09%2F23%2F776359.jpg&type=ff264_180&expire=2&refresh=true,3일 전,뉴시스,"대구, 2132명 코로나19 확진…사망자 2명",http://www.newsis.com/view/?id=NISX20220921_0002021017&cID=10810&pID=10800, 대구지역 코로나19 확진자 수가 2000명대를 기록했다. 21일 대구시 재난안전대책본부에 따르면 이날 0시 기준 대구시에서 발생한 코로나19 신규 확진자는 2132명(해외유입 8명 포함)이다. 누적 확진자는... ,코로나
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F088%2F2022%2F09%2F24%2F776425.jpg&type=ff264_180&expire=2&refresh=true,6면 1단,매일신문,대구 생활체육대회 24일부터…20개 종목에 시민 3천명 참가,https://news.imaeil.com/page/view/2022092214110212291," 지역 생활체육인들의 축제 '2022 대구시민생활체육대축전'이 코로나19 여파를 뚫고 3년 만에 개최된다. 이번 생활체육대축전은 24, 25일 이틀간 시민체육관 외 15개 경기장에서 열린다. 대구시민생활체육대축전은... ",세계
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5138%2F2022%2F09%2F24%2F400887.jpg&type=ff264_180&expire=2&refresh=true,10면 TOP,매일신문,[대구경북 고교 재경총동창회 탐방] (6) 일제강점기 대구 시민 함께 세운 '대...,https://news.imaeil.com/page/view/2022092313241576418," 주요 배출 동문: 이만섭(중 5회) 전 국회의장, 최외홍(고 20회) 전 삼성벤처투자 사장, 김석기(고 22회) 국회의원 소재지: 대구시 수성구 달구벌대로 2700 민족사학 수식어를 달고 100년 넘는 역사를 가진 고등학교가 대구에... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F001%2F2022%2F09%2F22%2F13456727.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2일 전,연합뉴스,교육감들과 인사하는 홍준표 대구시장,https://www.yna.co.kr/view/PYH20220922211400053?input=1196m, 홍준표 대구시장이 22일 오후 대구 수성 스퀘어에서 열린 제86회 전국 시·도 교육감 협의회 총회에서 교육감들과 인사하고 있다. 2022.9.22 ,정치
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F032%2F2022%2F09%2F20%2F3174115.jpg&type=ff264_180&expire=2&refresh=true,17시간 전,e대한경제,"대구 북부서 지역경찰 대상, 찾아가는 응급처치 교육 실시",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202209231355363450168," 북부서, 대구북부소방서 합동 심폐소생술 등 응급처치 교육 실시 대구북부경찰서(서장 김상렬)는 지난22일 대구북부소방서와 합동으로 관내 지역관서(고성지구대 등 4개소)를 방문, 지구대 경찰관들 대상 찾아가는... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F09%2F20%2F11428632.jpg&type=ff264_180&expire=2&refresh=true,4일 전,뉴시스,직업계고 부스 체험하는 대구지역 중학생들,http://www.newsis.com/view/?id=NISI20220920_0019268598, 20일 오전 대구 남구 영남이공대 천마체육관에서 열린 '2022 대구교육청 직업교육 박람회 특성화고·마이스터고 Festival’에 참석한 학생들이 직업계고 부스에서 전공체험을 하고 있다. 이번 박람회에는 직업계고... ,세계
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5239%2F2022%2F09%2F24%2F535887.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,4일 전,경향신문,"“도심 하천에서 항상 물놀이를”…대구 신천, 수변공원으로 조성",https://www.khan.co.kr/local/Daegu/article/202209201153001, 대구 도심 내 대표 하천인 ‘신천’ 인근에 물놀이장 등 시민이 여가를 보낼 수 있는 시설이 들어선다. 대구시는 국비 1709억원 등 5890억원을 들여 신천 수변공원화 사업을 추진한다고 20일 밝혔다. 코로나19 등을 계기로... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F031%2F2022%2F09%2F20%2F698266.jpg&type=ff264_180&expire=2&refresh=true,6시간 전,위키트리,2위 서울시·3위 대구시 다 제쳤다…'대한민국 도시 브랜드평판' 대망의 1위는...,https://www.wikitree.co.kr/articles/791834," 한국기업평판연구소가 분석한 결과 대한민국 도시 브랜드 1위 부산시, 2위 서울시, 3위 대구시 순인 것으로 나타났다. 도시 브랜드평판 30위 순위는 부산시, 서울시, 대구시, 제주시, 고양시, 평택시, 천안시, 대전시... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F09%2F20%2F11428632.jpg&type=ff264_180&expire=2&refresh=true,4일 전,아이뉴스24,"대구시, 세이프홈 지원 확대",http://www.inews24.com/view/1520467," 대구광역시 자치경찰위원회는 범죄로부터 안전한 환경 조성을 위한 세이프‑홈(Safe‑Home) 지원 사업을 확대 시행한다고 20일 밝혔다. 세이프홈 지원사업은 자치경찰위원회가 구·군, 대구경찰청과 직접 추진하는... ",경제
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5239%2F2022%2F09%2F24%2F535887.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,4일 전,뉴시스,직업계고 부스 체험하는 대구지역 중학생들,http://www.newsis.com/view/?id=NISI20220920_0019268598, 20일 오전 대구 남구 영남이공대 천마체육관에서 열린 '2022 대구교육청 직업교육 박람회 특성화고·마이스터고 Festival’에 참석한 학생들이 직업계고 부스에서 전공체험을 하고 있다. 이번 박람회에는 직업계고... ,세계
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F031%2F2022%2F09%2F20%2F698266.jpg&type=ff264_180&expire=2&refresh=true,6시간 전,위키트리,2위 서울시·3위 대구시 다 제쳤다…'대한민국 도시 브랜드평판' 대망의 1위는...,https://www.wikitree.co.kr/articles/791834," 한국기업평판연구소가 분석한 결과 대한민국 도시 브랜드 1위 부산시, 2위 서울시, 3위 대구시 순인 것으로 나타났다. 도시 브랜드평판 30위 순위는 부산시, 서울시, 대구시, 제주시, 고양시, 평택시, 천안시, 대전시... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F469%2F2022%2F09%2F23%2F698481.jpg&type=ff264_180&expire=2&refresh=true,4일 전,아이뉴스24,"대구시, 세이프홈 지원 확대",http://www.inews24.com/view/1520467," 대구광역시 자치경찰위원회는 범죄로부터 안전한 환경 조성을 위한 세이프‑홈(Safe‑Home) 지원 사업을 확대 시행한다고 20일 밝혔다. 세이프홈 지원사업은 자치경찰위원회가 구·군, 대구경찰청과 직접 추진하는... ",경제
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F586%2F2022%2F09%2F22%2F45204.jpg&type=ff264_180&expire=2&refresh=true,1일 전,한국일보,"대구 특수학급 연합 '빛솔합창단', 전국 합창대회 대상",https://hankookilbo.com/News/Read/A2022092312010005934?did=NA," 경북여고 서부고 매천고 대구지역 3개 고교 특수학급 재학생으로 구성된 ‘빛솔합창단’이 지난 21, 22일... 지휘자 이창희(대구가톨릭대 외래교수)는 특별상을 수상했다. 빛솔합창단은 2014년 대구청소년문화의집과... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5138%2F2022%2F09%2F21%2F400355.jpg&type=ff264_180&expire=2&refresh=true,2일 전,시사저널,"[대구24시] 대구-광주 청년, 광주청년주간서 '달빛교류 빛낸다'",http://www.sisajournal.com/news/articleView.html?idxno=246848, '선과 면의 미학' 달항아리 작가 '이정애 초대전' 국내 유일의 민간주도형 길거리 모터쇼 '2022 대구스트리트모터페스티벌' 열린다 대구와 광주 청년들이 광주청년주간을 통해 달빛교류를 빛낸다. 대구시는 대구-광주 청년... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F015%2F2022%2F09%2F20%2F4751930.jpg&type=ff264_180&expire=2&refresh=true,3일 전,e대한경제,"대구시, 제22회 대구국제식품산업전 개최",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202209211659347050676," 대구시는 비수도권 최대 규모의 식품 박람회인 ‘제22회 대구국제식품산업전(K-FOOD EXPO 2022 in Daegu)을22일부터25일까지 4일간 엑스코 서관(1, 2홀)에서 개최한다. 대구국제식품산업전은 지역 식품 기업들의 국내·외 판로... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5291%2F2022%2F09%2F22%2F1637038.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,4일 전,한국경제,대구행복진흥원 초대원장에 정순천 전 대구시의원 내정,https://www.hankyung.com/society/article/202209203489h," 대구시는 오는 10월 출범을 앞둔 대구행복진흥원 초대 원장으로 정순천 전 대구시의원(사진)을 내정했다고 20일 발표했다. 정순천 내정자는 영남대 사회복지 및 지역사회개발학전공 행정학 박사로, 제5대~제7대 대구시의회... ",정치
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F09%2F21%2F6346232.jpg&type=ff264_180&expire=2&refresh=true,2일 전,국제뉴스,"대구시, 스트리트 모터 페스티벌 쇼 개최",https://www.gukjenews.com/news/articleView.html?idxno=2556484, 오는 24일부터 25일까지 대구 남산동 자동차부속골목에서 '새로운 도약을 위한 준비'라는 슬로건을 내걸고 2022 대구스트리트모터페스티벌이 열린다. 대구 스트리트 모터 페스티벌(이하 모터쇼)는 중구 남산동... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5138%2F2022%2F09%2F24%2F400893.jpg&type=ff264_180&expire=2&refresh=true,3일 전,뉴스1,'다시 함께 걷다'…대구 수성못페스티벌 23~25일 개최,https://www.news1.kr/articles/4808868, 대구 수성문화재단은 오는 23~25일 수성못 일대에서 수성못페스티벌을 연다고 21일 밝혔다. '다시 함께 걷다... 첫날인 23일 70인조 코리안팝스오케스트라와 대구에서 활동 중인 성악가들이 수성못 분수를 배경으로... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5297%2F2022%2F09%2F22%2F606441.jpg&type=ff264_180&expire=2&refresh=true,17시간 전,e대한경제,"대구시 빛솔합창단, 전국 발달장애인 합창대회 대상 수상",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202209231437541440186," 환상의 하모니로 날개를 달다 대구시 특수학급연합 ‘빛솔합창단’(경북여고, 서부고, 매천고)이 9월 21일... 또한 합창단을 이끈 지휘자 이창희(대구가톨릭대학교 객원교수)는 특별상을 수상했다. 2014년... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5138%2F2022%2F09%2F24%2F400893.jpg&type=ff264_180&expire=2&refresh=true,17시간 전,e대한경제,"대구시 빛솔합창단, 전국 발달장애인 합창대회 대상 수상",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202209231437541440186," 환상의 하모니로 날개를 달다 대구시 특수학급연합 ‘빛솔합창단’(경북여고, 서부고, 매천고)이 9월 21일... 또한 합창단을 이끈 지휘자 이창희(대구가톨릭대학교 객원교수)는 특별상을 수상했다. 2014년... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F09%2F24%2F6352886.jpg&type=ff264_180&expire=2&refresh=true,2일 전,브레이크뉴스,"대구시, '2022 대구시민생활체육대축전’개최",http://www.breaknews.com/926128," ‘2022 대구시민생활체육대축전’이 3년 만인 오는 24일, 25일 양일간 시민체육관 외 15개 경기장에서 개최된다. ‘2022 대구시민생활체육대축전’은 시민들의 스포츠 활동... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F011%2F2022%2F09%2F21%2F4101130.jpg&type=ff264_180&expire=2&refresh=true,16시간 전,뉴스1,"대구 1592명 신규 확진, 전주 대비 35.5% 감소…사망 2명 추가",https://www.news1.kr/articles/4812317, 대구에서 1592명의 코로나19 신규 확진자가 발생했다. 24일 대구시에 따르면 이날 0시 기준 해외입국자 8명을 포함해 1592명이 새로 코로나19 확진 판정을 받아 누적 확진자가 107만564명으로 늘었다. 1주일 전... ,코로나
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F657%2F2022%2F09%2F22%2F7018.jpg&type=ff264_180&expire=2&refresh=true,3일 전,서울경제,대구행복진흥원 초대 원장에 정순천 전 대구시의원,https://www.sedaily.com/NewsView/26B5S50MGV," 대구시는 대구행복진흥원 초대 원장에 정순천(사진) 전 대구시의원을 내정했다. 21일 대구시에 따르면 대구행복진흥원은 대구시의 공공기관 구조개혁에 따라 대구청소년지원재단과 대구사회서비스원, 대구여성가족재단... ",정치
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F09%2F23%2F6350919.jpg&type=ff264_180&expire=2&refresh=true,2일 전,대구MBC,"대구시의회, 행정사무 감사 시민제보 접수",https://dgmbc.com/article/KllkW_9Q4YI, 대구시의회는 오는 11월 대구시와 대구시교육청에 대한 행정사무 감사를 앞두고 대구시 행정의 문제점에 대한 시민들의 제보를 받습니다. 9월 26일부터 10월 25일까지 한 달 동안 시민제보 상황실을 통해 대구시정과... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F657%2F2022%2F09%2F22%2F7009.jpg&type=ff264_180&expire=2&refresh=true,1일 전,뉴스1,초고층 주상복합 '대구역 센트레빌 더 오페라' 30일 견본주택 개관,https://www.news1.kr/articles/4810999," 대구에서 초고층 주상복합 '대구역 센트레빌 더 오페라'가 오는 30일 견본주택을 열고 분양일정에 들어간다. 업계에 따르면 단지는 지하 4층~지상 최고 44층 2개동, 아파트 245가구와 오피스텔 44실 총 289가구 규모로... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5242%2F2022%2F09%2F24%2F167533.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2일 전,쿠키뉴스,대구 달서구 빌라 3층서 불…1명 부상‧8명 대피,http://www.kukinews.com/newsView/kuk202209220139, 22일 오전 8시 13분쯤 대구시 달서구 송현동 한 원룸 빌라 3층에서 불이 나 20대 여성 1명이 화상을 입고 인근 병원으로 옮겨졌다. (대구소방안전본부 제공) 2022.09.22 대구 달서구의 한 빌라에서 원인이 밝혀지지 않은... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F09%2F23%2F11435563.jpg&type=ff264_180&expire=2&refresh=true,17시간 전,경북신문,[오늘 날씨] 대구·경북 맑고 선선…나들이 최적,http://www.kbsm.net/news/view.php?idx=364776," 주말인 24일 토요일 대구와 경북지역은 나들이 하기 좋은 맑고 선선한 가을 날씨가 이어지겠다. 대구기상청에 따르면 중국 산둥반도 부근에 위치한 고기압의 영향을 받겠다. 지역별 아침 최저기온은 봉화 7도, 안동... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5533%2F2022%2F09%2F24%2F185185.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,20시간 전,IT조선,[이주의 카드] 신협 DGB대구은행,https://it.chosun.com/site/data/html_dir/2022/09/23/2022092301363.html," [DGB대구은행] ‘DGB i 카드’ 주요 발급대상 : 비대면 및 생활편의 업종에서 할인혜택을 받고자 하는 고객 브랜드 : 마스터카드 연회비 : 국내전용·국내외겸용 1만원 주요혜택 - 인터넷쇼핑, 배달앱, 편의점, 커피... ",스포츠
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F09%2F23%2F11435563.jpg&type=ff264_180&expire=2&refresh=true,1일 전,뉴시스,"[대구소식] 중부소방서, 관계인 소방훈련 경진대회 우수대상 표창 수여 등",http://www.newsis.com/view/?id=NISX20220923_0002024011&cID=10810&pID=10800," 대구중부소방서는 관계인 소방훈련 경진대회에서 우수한 성적을 거둔 대명휴요양병원, 서문시장 2지구에... ◇중구, '릴레이 북(Book)돋움' 챌린지 실시 대구시 중구는 중구정신건강복지센터가 자살예방캠페인 '릴레이... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F014%2F2022%2F09%2F22%2F4902507.jpg&type=ff264_180&expire=2&refresh=true,1일 전,뉴시스,"[대구소식] 중부소방서, 관계인 소방훈련 경진대회 우수대상 표창 수여 등",http://www.newsis.com/view/?id=NISX20220923_0002024011&cID=10810&pID=10800," 대구중부소방서는 관계인 소방훈련 경진대회에서 우수한 성적을 거둔 대명휴요양병원, 서문시장 2지구에... ◇중구, '릴레이 북(Book)돋움' 챌린지 실시 대구시 중구는 중구정신건강복지센터가 자살예방캠페인 '릴레이... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F056%2F2022%2F09%2F23%2F11343976.jpg&type=ff264_180&expire=2&refresh=true,2일 전,파이낸셜뉴스,"대구지역 롯데백화점, 야외활동 관련 상품군 강화",http://www.fnnews.com/news/202209220907195688," 대구지역 롯데백화점(대구점, 상인점)은 본격적인 가을 시즌을 맞아 아웃도어 및 골프, 스포츠 의류 브랜드를 보강하고 가을철 고객 몰이에 나선다고 22일 밝혔다. 대구점 매출 집계 자료에 따르면 지난 3개월간 아웃도어... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F056%2F2022%2F09%2F22%2F11343044.jpg&type=ofullfill264_180_black&expire=2&refresh=true,1일 전,KBS,"신규 확진 대구 1,436명·경북 1,627명",https://news.kbs.co.kr/news/view.do?ncd=5562749&ref=A," 코로나19 감소세가 이어지며 대구·경북의 하루 확진자 수가 3천 명대로 떨어졌습니다. 오늘 0시 기준 코로나19 신규 확진자는 대구 천 436명, 경북 천 627명입니다. 대구는 지난주보다 확진자가 천 5백여 명, 경북 천... ",코로나
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F088%2F2022%2F09%2F23%2F776368.jpg&type=ff264_180&expire=2&refresh=true,2일 전,KBS,"대구시의회, 공공기관장 후보자 청문회 실시",https://news.kbs.co.kr/news/view.do?ncd=5561563&ref=A," 대구시의회는 새롭게 출범하는 대구시 공공기관장 후보자에 대한 인사청문회를 실시합니다. 오늘(22일)은 문기봉 대구공공시설관리공단 이사장 후보자와 김기혁 대구교통공사 사장 후보자 등 2명을, 내일은 정명섭... ",세계
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5340%2F2022%2F09%2F21%2F805019.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,14면 1단,매일신문,대구세무사회 태풍피해 이재민 성금 전달,https://news.imaeil.com/page/view/2022092221423666299, 대구지방세무사회(회장 구광회)는 최근 태풍 피해를 입은 경북 포항지역 이재민의 피해복구를 위해 21일... 이번 성금은 태풍 피해 이재민들이 하루 빨리 일상생활로 복귀할 수 있도록 도움을 주기 위해 대구지방세무사회... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F031%2F2022%2F09%2F21%2F698508.jpg&type=ff264_180&expire=2&refresh=true,3일 전,중도일보,"대구시, 제22회 대구국제식품산업전 개최",http://www.joongdo.co.kr/web/view.php?key=20220921010005698," = 대구시는 비수도권 최대 규모의 식품 박람회인 '제22회 대구국제식품산업전(K-FOOD EXPO 2022 in Daegu)을 9월 22일부터 25일까지 4일간 엑스코 서관(1, 2홀)에서 개최한다. 대구국제식품산업전은 지역 식품 기업들의 국내·외... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F088%2F2022%2F09%2F19%2F775713.jpg&type=ff264_180&expire=2&refresh=true,3일 전,아이뉴스24,"정순천 전 대구시의원, 대구행복진흥원장 내정",http://www.inews24.com/view/1520845," 대구광역시는 대구행복진흥원을 안정적으로 이끌어갈 초대 원장에 정순천 전 대구시의회 부의장이 내정됐다고 21일 밝혔다. 대구시 행복진흥원장은 사회서비스, 평생교육, 여성가족, 청소년 본부의 업무 집행과 경영... ",정치
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5329%2F2022%2F09%2F22%2F158119.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,1면 1단,매일신문 ,"""대구 군부대 오라"" 칠곡 민간 조직 꾸려…군위·상주·영천도 유치전",https://news.imaeil.com/page/view/2022091915432265441, '칠곡군 군부대 유치 추진위원회'가 19일 발기인 대회를 열고 활동에 돌입하면서 경북 시군의 대구 군부대 통합 유치전이 본격화됐다. 대구시가 대구지역 내에 있는 군부대 통합 이전 추진을 발표한 뒤 경북에서는 칠곡군... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F09%2F24%2F6352837.jpg&type=ff264_180&expire=2&refresh=true,2일 전,시사포커스,"대구환경청, 낙동강 조류경보 발령",http://www.sisafocus.co.kr/news/articleView.html?idxno=283806, 사진/대구환경청 대구환경청(청장 최종원)은 22일 오후 3시를 기해 낙동강 칠곡보와 강정고령보에 조류경보 '관심' 단계를 발령했다. 이날 대구환경청에 따르면 조류 경보는 유해 남조류 세포수가 2회 연속 1000 cells... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F009%2F2022%2F09%2F19%2F5018716.jpg&type=ff264_180&expire=2&refresh=true,17시간 전,뉴스1,대구시의회 '시민제보 상황실' 운영…행정감사 대비,https://www.news1.kr/articles/4811939," 대구시의회는 24일 '시민제보 상황실'을 운영한다고 밝혔다. 오는 11월 열리는 행정사무감사에 대비하기 위해서다. 시의회는 26일부터 10월25일까지 30일간 시정 및 교육행정의 위법·부당사항, 시책개선, 예산낭비... ",세계
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5340%2F2022%2F09%2F22%2F805367.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2일 전,중도일보,'2022 대구시민생활체육대축전' 개최,http://www.joongdo.co.kr/web/view.php?key=20220922010006179," = 지역 생활체육인들의 우정과 화합의 큰 축제인 '2022 대구시민생활체육대축전'이 3년 만에 24일, 25일 양일간 시민체육관 외 15개 경기장에서 개최된다. '2022 대구시민생활체육대축전'은 시민들의 스포츠 활동 참여를... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F088%2F2022%2F09%2F22%2F776219.jpg&type=ff264_180&expire=2&refresh=true,5일 전,매일경제 ,"""480명 대피 조치""…북진하는 태풍 '난마돌', 오전 11시 대구 최근접",http://news.mk.co.kr/newsRead.php?no=823523&year=2022," 19일 대구지방기상청에 따르면 북진하는 '난마돌'의 영향을 이날 대구와 경북지역은 대체로 흐린 가운데 경주, 포항, 영양, 울진에는 오전부터 시간당 5~10mm의 비가 내리고 있다. '난마돌'은 이날 오전 5시40분 현재... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2022%2F09%2F23%2F3717693.jpg&type=ff264_180&expire=2&refresh=true,2일 전,매일신문,"대구환경청, 낙동강 칠곡보·강정고령보에 조류 경보 '관심' 단계 발령",https://news.imaeil.com/page/view/2022092215121854409," 대구환경청은 22일 오후 3시 기준으로 낙동강 칠곡보(해평 지점)와 강정고령보(강정고령 지점)에... 증식했다고 대구환경청은 설명했다. 대구환경청 관계자는 ""관계기관과 협력해 수질 오염원 지도‧점검과... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F014%2F2022%2F09%2F20%2F4901050.jpg&type=ff264_180&expire=2&refresh=true,A14면 1단,조선일보,대구 군부대 이전 급물살… 칠곡·군위·영천·상주 ‘러브콜’,https://www.chosun.com/national/regional/2022/09/23/3UHIRLJUUJCBNI3D7ZAGXI4J2U/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news, 홍준표 대구시장 “연내 국방부와 軍시설 이전 MOU 추진” 대구시가 ‘대구 지역 군부대 통합 이전’을 추진하자 경북도 내 여러 시·군이 뛰어들어 뜨거운 유치전을 펼치고 있다. ‘군부대 통합 이전’은 대구 시내에... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F031%2F2022%2F09%2F23%2F699069.jpg&type=ff264_180&expire=2&refresh=true,4일 전,파이낸셜뉴스,"대구 자치경찰위, 세이프 홈 세트 지원·치안 촘촘",http://www.fnnews.com/news/202209200835552331," ' 20일 대구시 자치경찰위원회에 따르면 범죄로부터 안전한 환경 조성을 위한 세이프‑홈(Safe‑Home) 지원 사업(이하 사업)을 확대 시행한다고 밝혔다. 이 사업은 자치경찰위원회가 구·군, 대구경찰청과 직접 추진하는... ",스포츠
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F09%2F20%2F11429256.jpg&type=ff264_180&expire=2&refresh=true,1일 전,아이뉴스24,"대구 동구청, 대구시민안전테마파크 현장체험교육 실시",http://www.inews24.com/view/1521779, 대구광역시 동구청(구청장 윤석준)은 오는 27일부터 10월13일까지 총 9회에 걸쳐 대구시민안전테마파크 현장체험교육을 실시한다고 23일 밝혔다. 이번 체험교육은 동구청 직원 200여명과 바르게살기운동 동구협의회... ,생활문화
